,pid,hid,freq,activity,seq,start time,end time,duration,zone
5915,12052000_12052000_3504,12052000_12052000_3504,,home,3,1900-01-01 14:06:18,1900-01-02 00:00:00,9:53:42,
5916,12052000_12052000_3522,12052000_12052000_3522,,home,1,1900-01-01 00:00:00,1900-01-01 06:40:56,6:40:56,
5917,12052000_12052000_3522,12052000_12052000_3522,,work,2,1900-01-01 06:40:56,1900-01-01 15:09:38,8:28:42,
5918,12052000_12052000_3522,12052000_12052000_3522,,home,3,1900-01-01 15:09:38,1900-01-02 00:00:00,8:50:22,
5919,12052000_12052000_353,12052000_12052000_353,,home,1,1900-01-01 00:00:00,1900-01-01 06:55:48,6:55:48,
5920,12052000_12052000_353,12052000_12052000_353,,work,2,1900-01-01 07:11:13,1900-01-01 15:07:24,7:56:11,
5921,12052000_12052000_353,12052000_12052000_353,,home,3,1900-01-01 15:22:49,1900-01-02 00:00:00,8:37:11,
5922,12052000_12052000_3544,12052000_12052000_3544,,home,1,1900-01-01 00:00:00,1900-01-01 08:33:04,8:33:04,
5923,12052000_12052000_3544,12052000_12052000_3544,,work,2,1900-01-01 08:33:04,1900-01-01 16:57:12,8:24:08,
5924,12052000_12052000_3544,12052000_12052000_3544,,home,3,1900-01-01 16:57:12,1900-01-02 00:00:00,7:02:48,
5925,12052000_12052000_3551,12052000_12052000_3551,,home,1,1900-01-01 00:00:00,1900-01-01 06:48:00,6:48:00,
5926,12052000_12052000_3551,12052000_12052000_3551,,work,2,1900-01-01 07:47:02,1900-01-01 15:13:26,7:26:24,
5927,12052000_12052000_3551,12052000_12052000_3551,,home,3,1900-01-01 16:12:28,1900-01-02 00:00:00,7:47:32,
5928,12052000_12052000_3552,12052000_12052000_3552,,home,1,1900-01-01 00:00:00,1900-01-01 06:04:24,6:04:24,
5929,12052000_12052000_3552,12052000_12052000_3552,,work,2,1900-01-01 06:04:24,1900-01-01 14:44:39,8:40:15,
5930,12052000_12052000_3552,12052000_12052000_3552,,home,3,1900-01-01 14:44:39,1900-01-02 00:00:00,9:15:21,
5931,12052000_12052000_3563,12052000_12052000_3563,,home,1,1900-01-01 00:00:00,1900-01-01 06:48:21,6:48:21,
5932,12052000_12052000_3563,12052000_12052000_3563,,work,2,1900-01-01 06:48:21,1900-01-01 16:00:19,9:11:58,
5933,12052000_12052000_3563,12052000_12052000_3563,,home,3,1900-01-01 16:00:19,1900-01-02 00:00:00,7:59:41,
5934,12052000_12052000_3574,12052000_12052000_3574,,home,1,1900-01-01 00:00:00,1900-01-01 06:18:07,6:18:07,
5935,12052000_12052000_3574,12052000_12052000_3574,,work,2,1900-01-01 06:44:19,1900-01-01 06:37:06,"-1 day, 23:52:47",
5936,12052000_12052000_3574,12052000_12052000_3574,,work,3,1900-01-01 06:56:32,1900-01-01 15:12:27,8:15:55,
5937,12052000_12052000_3574,12052000_12052000_3574,,work,4,1900-01-01 15:31:53,1900-01-01 15:51:35,0:19:42,
5938,12052000_12052000_3574,12052000_12052000_3574,,home,5,1900-01-01 15:51:35,1900-01-02 00:00:00,8:08:25,
5939,12052000_12052000_3610,12052000_12052000_3610,,home,1,1900-01-01 00:00:00,1900-01-01 06:28:02,6:28:02,
5940,12052000_12052000_3610,12052000_12052000_3610,,work,2,1900-01-01 07:30:37,1900-01-01 14:58:18,7:27:41,
5941,12052000_12052000_3610,12052000_12052000_3610,,home,3,1900-01-01 16:00:53,1900-01-02 00:00:00,7:59:07,
5942,12052000_12052000_3612,12052000_12052000_3612,,home,1,1900-01-01 00:00:00,1900-01-01 06:51:35,6:51:35,
5943,12052000_12052000_3612,12052000_12052000_3612,,work,2,1900-01-01 06:51:35,1900-01-01 16:37:55,9:46:20,
5944,12052000_12052000_3612,12052000_12052000_3612,,home,3,1900-01-01 16:37:55,1900-01-02 00:00:00,7:22:05,
5945,12052000_12052000_3618,12052000_12052000_3618,,home,1,1900-01-01 00:00:00,1900-01-01 07:35:30,7:35:30,
5946,12052000_12052000_3618,12052000_12052000_3618,,work,2,1900-01-01 07:35:30,1900-01-01 16:04:42,8:29:12,
5947,12052000_12052000_3618,12052000_12052000_3618,,home,3,1900-01-01 16:04:42,1900-01-02 00:00:00,7:55:18,
5948,12052000_12052000_3620,12052000_12052000_3620,,home,1,1900-01-01 00:00:00,1900-01-01 07:33:28,7:33:28,
5949,12052000_12052000_3620,12052000_12052000_3620,,work,2,1900-01-01 07:33:28,1900-01-01 16:03:48,8:30:20,
5950,12052000_12052000_3620,12052000_12052000_3620,,home,3,1900-01-01 16:03:48,1900-01-02 00:00:00,7:56:12,
5951,12052000_12052000_3664,12052000_12052000_3664,,home,1,1900-01-01 00:00:00,1900-01-01 06:49:50,6:49:50,
5952,12052000_12052000_3664,12052000_12052000_3664,,work,2,1900-01-01 06:49:50,1900-01-01 07:11:45,0:21:55,
5953,12052000_12052000_3664,12052000_12052000_3664,,work,3,1900-01-01 07:11:45,1900-01-01 15:07:10,7:55:25,
5954,12052000_12052000_3664,12052000_12052000_3664,,work,4,1900-01-01 15:07:10,1900-01-01 15:12:16,0:05:06,
5955,12052000_12052000_3664,12052000_12052000_3664,,home,5,1900-01-01 15:51:57,1900-01-02 00:00:00,8:08:03,
5956,12052000_12052000_3672,12052000_12052000_3672,,home,1,1900-01-01 00:00:00,1900-01-01 06:13:38,6:13:38,
5957,12052000_12052000_3672,12052000_12052000_3672,,work,2,1900-01-01 06:13:38,1900-01-01 15:03:57,8:50:19,
5958,12052000_12052000_3672,12052000_12052000_3672,,home,3,1900-01-01 15:03:57,1900-01-02 00:00:00,8:56:03,
5959,12052000_12052000_3746,12052000_12052000_3746,,home,1,1900-01-01 00:00:00,1900-01-01 07:41:09,7:41:09,
5960,12052000_12052000_3746,12052000_12052000_3746,,work,2,1900-01-01 07:41:09,1900-01-01 15:18:40,7:37:31,
5961,12052000_12052000_3746,12052000_12052000_3746,,home,3,1900-01-01 15:18:40,1900-01-02 00:00:00,8:41:20,
5962,12052000_12052000_375,12052000_12052000_375,,home,1,1900-01-01 00:00:00,1900-01-01 07:27:20,7:27:20,
5963,12052000_12052000_375,12052000_12052000_375,,work,2,1900-01-01 07:54:00,1900-01-01 15:47:17,7:53:17,
5964,12052000_12052000_375,12052000_12052000_375,,home,3,1900-01-01 15:47:17,1900-01-02 00:00:00,8:12:43,
5965,12052000_12052000_377,12052000_12052000_377,,home,1,1900-01-01 00:00:00,1900-01-01 09:09:49,9:09:49,
5966,12052000_12052000_377,12052000_12052000_377,,work,2,1900-01-01 09:09:49,1900-01-01 17:11:19,8:01:30,
5967,12052000_12052000_377,12052000_12052000_377,,home,3,1900-01-01 17:11:19,1900-01-02 00:00:00,6:48:41,
5968,12052000_12052000_3776,12052000_12052000_3776,,home,1,1900-01-01 00:00:00,1900-01-01 08:13:26,8:13:26,
5969,12052000_12052000_3776,12052000_12052000_3776,,work,2,1900-01-01 08:13:26,1900-01-01 15:45:17,7:31:51,
5970,12052000_12052000_3776,12052000_12052000_3776,,home,3,1900-01-01 15:45:17,1900-01-02 00:00:00,8:14:43,
5971,12052000_12052000_3784,12052000_12052000_3784,,home,1,1900-01-01 00:00:00,1900-01-01 08:16:37,8:16:37,
5972,12052000_12052000_3784,12052000_12052000_3784,,work,2,1900-01-01 09:17:03,1900-01-01 16:59:14,7:42:11,
5973,12052000_12052000_3784,12052000_12052000_3784,,home,3,1900-01-01 17:59:40,1900-01-02 00:00:00,6:00:20,
5974,12052000_12052000_3833,12052000_12052000_3833,,home,1,1900-01-01 00:00:00,1900-01-01 07:56:52,7:56:52,
5975,12052000_12052000_3833,12052000_12052000_3833,,work,2,1900-01-01 08:31:13,1900-01-01 16:26:01,7:54:48,
5976,12052000_12052000_3833,12052000_12052000_3833,,home,3,1900-01-01 16:26:01,1900-01-02 00:00:00,7:33:59,
5977,12052000_12052000_3863,12052000_12052000_3863,,home,1,1900-01-01 00:00:00,1900-01-01 06:19:49,6:19:49,
5978,12052000_12052000_3863,12052000_12052000_3863,,work,2,1900-01-01 06:19:49,1900-01-01 14:45:13,8:25:24,
5979,12052000_12052000_3863,12052000_12052000_3863,,home,3,1900-01-01 14:45:13,1900-01-02 00:00:00,9:14:47,
5980,12052000_12052000_3911,12052000_12052000_3911,,home,1,1900-01-01 00:00:00,1900-01-01 07:13:47,7:13:47,
5981,12052000_12052000_3911,12052000_12052000_3911,,work,2,1900-01-01 07:18:24,1900-01-01 07:44:47,0:26:23,
5982,12052000_12052000_3911,12052000_12052000_3911,,work,3,1900-01-01 07:44:47,1900-01-01 15:29:10,7:44:23,
5983,12052000_12052000_3911,12052000_12052000_3911,,work,4,1900-01-01 15:29:10,1900-01-01 15:19:58,"-1 day, 23:50:48",
5984,12052000_12052000_3911,12052000_12052000_3911,,home,5,1900-01-01 15:24:35,1900-01-02 00:00:00,8:35:25,
5985,12052000_12052000_3912,12052000_12052000_3912,,home,1,1900-01-01 00:00:00,1900-01-01 06:49:38,6:49:38,
5986,12052000_12052000_3912,12052000_12052000_3912,,work,2,1900-01-01 06:49:38,1900-01-01 15:44:43,8:55:05,
5987,12052000_12052000_3912,12052000_12052000_3912,,home,3,1900-01-01 15:44:43,1900-01-02 00:00:00,8:15:17,
5988,12052000_12052000_3955,12052000_12052000_3955,,home,1,1900-01-01 00:00:00,1900-01-01 07:00:02,7:00:02,
5989,12052000_12052000_3955,12052000_12052000_3955,,work,2,1900-01-01 07:00:02,1900-01-01 15:10:37,8:10:35,
5990,12052000_12052000_3955,12052000_12052000_3955,,home,3,1900-01-01 15:10:37,1900-01-02 00:00:00,8:49:23,
5991,12052000_12052000_3968,12052000_12052000_3968,,home,1,1900-01-01 00:00:00,1900-01-01 08:08:47,8:08:47,
5992,12052000_12052000_3968,12052000_12052000_3968,,work,2,1900-01-01 08:08:47,1900-01-01 16:38:41,8:29:54,
5993,12052000_12052000_3968,12052000_12052000_3968,,home,3,1900-01-01 16:38:41,1900-01-02 00:00:00,7:21:19,
5994,12052000_12052000_3993,12052000_12052000_3993,,home,1,1900-01-01 00:00:00,1900-01-01 08:21:07,8:21:07,
5995,12052000_12052000_3993,12052000_12052000_3993,,work,2,1900-01-01 08:21:07,1900-01-01 17:00:27,8:39:20,
5996,12052000_12052000_3993,12052000_12052000_3993,,home,3,1900-01-01 17:00:27,1900-01-02 00:00:00,6:59:33,
5997,12052000_12052000_4009,12052000_12052000_4009,,home,1,1900-01-01 00:00:00,1900-01-01 07:51:58,7:51:58,
5998,12052000_12052000_4009,12052000_12052000_4009,,work,2,1900-01-01 07:51:58,1900-01-01 16:32:53,8:40:55,
5999,12052000_12052000_4009,12052000_12052000_4009,,home,3,1900-01-01 16:32:53,1900-01-02 00:00:00,7:27:07,
6000,12052000_12052000_4029,12052000_12052000_4029,,home,1,1900-01-01 00:00:00,1900-01-01 08:59:36,8:59:36,
6001,12052000_12052000_4029,12052000_12052000_4029,,work,2,1900-01-01 08:59:36,1900-01-01 17:06:07,8:06:31,
6002,12052000_12052000_4029,12052000_12052000_4029,,home,3,1900-01-01 17:06:07,1900-01-02 00:00:00,6:53:53,
6003,12052000_12052000_4056,12052000_12052000_4056,,home,1,1900-01-01 00:00:00,1900-01-01 07:36:27,7:36:27,
6004,12052000_12052000_4056,12052000_12052000_4056,,work,2,1900-01-01 07:36:27,1900-01-01 15:25:39,7:49:12,
6005,12052000_12052000_4056,12052000_12052000_4056,,home,3,1900-01-01 15:25:39,1900-01-02 00:00:00,8:34:21,
6006,12052000_12052000_4061,12052000_12052000_4061,,home,1,1900-01-01 00:00:00,1900-01-01 06:49:11,6:49:11,
6007,12052000_12052000_4061,12052000_12052000_4061,,work,2,1900-01-01 06:49:11,1900-01-01 15:34:24,8:45:13,
6008,12052000_12052000_4061,12052000_12052000_4061,,home,3,1900-01-01 15:34:24,1900-01-02 00:00:00,8:25:36,
6009,12052000_12052000_4062,12052000_12052000_4062,,home,1,1900-01-01 00:00:00,1900-01-01 07:12:46,7:12:46,
6010,12052000_12052000_4062,12052000_12052000_4062,,work,2,1900-01-01 07:12:46,1900-01-01 16:08:01,8:55:15,
6011,12052000_12052000_4062,12052000_12052000_4062,,home,3,1900-01-01 16:08:01,1900-01-02 00:00:00,7:51:59,
6012,12052000_12052000_4074,12052000_12052000_4074,,home,1,1900-01-01 00:00:00,1900-01-01 07:46:53,7:46:53,
6013,12052000_12052000_4074,12052000_12052000_4074,,work,2,1900-01-01 08:33:19,1900-01-01 16:50:36,8:17:17,
6014,12052000_12052000_4074,12052000_12052000_4074,,home,3,1900-01-01 17:37:02,1900-01-02 00:00:00,6:22:58,
6015,12052000_12052000_4089,12052000_12052000_4089,,home,1,1900-01-01 00:00:00,1900-01-01 07:28:35,7:28:35,
6016,12052000_12052000_4089,12052000_12052000_4089,,work,2,1900-01-01 07:50:56,1900-01-01 07:40:09,"-1 day, 23:49:13",
6017,12052000_12052000_4089,12052000_12052000_4089,,work,3,1900-01-01 07:40:09,1900-01-01 15:28:02,7:47:53,
6018,12052000_12052000_4089,12052000_12052000_4089,,work,4,1900-01-01 15:28:02,1900-01-01 15:47:17,0:19:15,
6019,12052000_12052000_4089,12052000_12052000_4089,,home,5,1900-01-01 15:47:17,1900-01-02 00:00:00,8:12:43,
6020,12052000_12052000_4094,12052000_12052000_4094,,home,1,1900-01-01 00:00:00,1900-01-01 07:38:38,7:38:38,
6021,12052000_12052000_4094,12052000_12052000_4094,,work,2,1900-01-01 07:53:51,1900-01-01 08:07:04,0:13:13,
6022,12052000_12052000_4094,12052000_12052000_4094,,work,3,1900-01-01 08:07:04,1900-01-01 15:58:50,7:51:46,
6023,12052000_12052000_4094,12052000_12052000_4094,,work,4,1900-01-01 15:58:50,1900-01-01 15:39:32,"-1 day, 23:40:42",
6024,12052000_12052000_4094,12052000_12052000_4094,,home,5,1900-01-01 15:54:45,1900-01-02 00:00:00,8:05:15,
6025,12052000_12052000_4100,12052000_12052000_4100,,home,1,1900-01-01 00:00:00,1900-01-01 07:51:20,7:51:20,
6026,12052000_12052000_4100,12052000_12052000_4100,,work,2,1900-01-01 07:51:20,1900-01-01 16:19:23,8:28:03,
6027,12052000_12052000_4100,12052000_12052000_4100,,home,3,1900-01-01 16:19:23,1900-01-02 00:00:00,7:40:37,
6028,12052000_12052000_4144,12052000_12052000_4144,,home,1,1900-01-01 00:00:00,1900-01-01 07:27:45,7:27:45,
6029,12052000_12052000_4144,12052000_12052000_4144,,work,2,1900-01-01 07:27:45,1900-01-01 16:38:35,9:10:50,
6030,12052000_12052000_4144,12052000_12052000_4144,,home,3,1900-01-01 16:38:35,1900-01-02 00:00:00,7:21:25,
6031,12052000_12052000_4156,12052000_12052000_4156,,home,1,1900-01-01 00:00:00,1900-01-01 07:07:41,7:07:41,
6032,12052000_12052000_4156,12052000_12052000_4156,,work,2,1900-01-01 07:07:41,1900-01-01 15:22:12,8:14:31,
6033,12052000_12052000_4156,12052000_12052000_4156,,home,3,1900-01-01 15:22:12,1900-01-02 00:00:00,8:37:48,
6034,12052000_12052000_4165,12052000_12052000_4165,,home,1,1900-01-01 00:00:00,1900-01-01 06:45:28,6:45:28,
6035,12052000_12052000_4165,12052000_12052000_4165,,work,2,1900-01-01 06:45:28,1900-01-01 14:36:23,7:50:55,
6036,12052000_12052000_4165,12052000_12052000_4165,,home,3,1900-01-01 14:36:23,1900-01-02 00:00:00,9:23:37,
6037,12052000_12052000_4191,12052000_12052000_4191,,home,1,1900-01-01 00:00:00,1900-01-01 06:35:48,6:35:48,
6038,12052000_12052000_4191,12052000_12052000_4191,,work,2,1900-01-01 07:52:34,1900-01-01 06:53:28,"-1 day, 23:00:54",
6039,12052000_12052000_4191,12052000_12052000_4191,,work,3,1900-01-01 06:53:28,1900-01-01 14:48:23,7:54:55,
6040,12052000_12052000_4191,12052000_12052000_4191,,work,4,1900-01-01 14:48:23,1900-01-01 14:51:00,0:02:37,
6041,12052000_12052000_4191,12052000_12052000_4191,,home,5,1900-01-01 16:07:46,1900-01-02 00:00:00,7:52:14,
6042,12052000_12052000_4195,12052000_12052000_4195,,home,1,1900-01-01 00:00:00,1900-01-01 07:18:36,7:18:36,
6043,12052000_12052000_4195,12052000_12052000_4195,,work,2,1900-01-01 07:18:36,1900-01-01 15:43:23,8:24:47,
6044,12052000_12052000_4195,12052000_12052000_4195,,home,3,1900-01-01 15:43:23,1900-01-02 00:00:00,8:16:37,
6045,12052000_12052000_4198,12052000_12052000_4198,,home,1,1900-01-01 00:00:00,1900-01-01 07:32:38,7:32:38,
6046,12052000_12052000_4198,12052000_12052000_4198,,work,2,1900-01-01 07:32:38,1900-01-01 16:13:32,8:40:54,
6047,12052000_12052000_4198,12052000_12052000_4198,,home,3,1900-01-01 16:13:32,1900-01-02 00:00:00,7:46:28,
6048,12052000_12052000_4202,12052000_12052000_4202,,home,1,1900-01-01 00:00:00,1900-01-01 07:08:01,7:08:01,
6049,12052000_12052000_4202,12052000_12052000_4202,,work,2,1900-01-01 07:08:01,1900-01-01 15:02:32,7:54:31,
6050,12052000_12052000_4202,12052000_12052000_4202,,home,3,1900-01-01 15:02:32,1900-01-02 00:00:00,8:57:28,
6051,12052000_12052000_4227,12052000_12052000_4227,,home,1,1900-01-01 00:00:00,1900-01-01 07:00:55,7:00:55,
6052,12052000_12052000_4227,12052000_12052000_4227,,work,2,1900-01-01 07:00:55,1900-01-01 14:54:41,7:53:46,
6053,12052000_12052000_4227,12052000_12052000_4227,,home,3,1900-01-01 14:54:41,1900-01-02 00:00:00,9:05:19,
6054,12052000_12052000_4241,12052000_12052000_4241,,home,1,1900-01-01 00:00:00,1900-01-01 07:38:44,7:38:44,
6055,12052000_12052000_4241,12052000_12052000_4241,,work,2,1900-01-01 07:38:44,1900-01-01 16:26:19,8:47:35,
6056,12052000_12052000_4241,12052000_12052000_4241,,home,3,1900-01-01 16:26:19,1900-01-02 00:00:00,7:33:41,
6057,12052000_12052000_4334,12052000_12052000_4334,,home,1,1900-01-01 00:00:00,1900-01-01 06:34:41,6:34:41,
6058,12052000_12052000_4334,12052000_12052000_4334,,work,2,1900-01-01 06:34:41,1900-01-01 14:36:54,8:02:13,
6059,12052000_12052000_4334,12052000_12052000_4334,,home,3,1900-01-01 14:36:54,1900-01-02 00:00:00,9:23:06,
6060,12052000_12052000_4349,12052000_12052000_4349,,home,1,1900-01-01 00:00:00,1900-01-01 06:09:01,6:09:01,
6061,12052000_12052000_4349,12052000_12052000_4349,,work,2,1900-01-01 06:09:01,1900-01-01 08:26:46,2:17:45,
6062,12052000_12052000_4349,12052000_12052000_4349,,work,3,1900-01-01 08:26:46,1900-01-01 15:24:57,6:58:11,
6063,12052000_12052000_4349,12052000_12052000_4349,,work,4,1900-01-01 15:24:57,1900-01-01 16:00:53,0:35:56,
6064,12052000_12052000_4349,12052000_12052000_4349,,home,5,1900-01-01 16:00:53,1900-01-02 00:00:00,7:59:07,
6065,12052000_12052000_4399,12052000_12052000_4399,,home,1,1900-01-01 00:00:00,1900-01-01 06:41:27,6:41:27,
6066,12052000_12052000_4399,12052000_12052000_4399,,work,2,1900-01-01 06:41:27,1900-01-01 14:38:18,7:56:51,
6067,12052000_12052000_4399,12052000_12052000_4399,,home,3,1900-01-01 14:38:18,1900-01-02 00:00:00,9:21:42,
6068,12052000_12052000_4459,12052000_12052000_4459,,home,1,1900-01-01 00:00:00,1900-01-01 07:16:01,7:16:01,
6069,12052000_12052000_4459,12052000_12052000_4459,,work,2,1900-01-01 07:16:01,1900-01-01 16:04:10,8:48:09,
6070,12052000_12052000_4459,12052000_12052000_4459,,home,3,1900-01-01 18:22:22,1900-01-02 00:00:00,5:37:38,
6071,12052000_12052000_4471,12052000_12052000_4471,,home,1,1900-01-01 00:00:00,1900-01-01 06:51:33,6:51:33,
6072,12052000_12052000_4471,12052000_12052000_4471,,work,2,1900-01-01 06:51:33,1900-01-01 15:06:22,8:14:49,
6073,12052000_12052000_4471,12052000_12052000_4471,,home,3,1900-01-01 15:06:22,1900-01-02 00:00:00,8:53:38,
6074,12052000_12052000_4473,12052000_12052000_4473,,home,1,1900-01-01 00:00:00,1900-01-01 08:18:44,8:18:44,
6075,12052000_12052000_4473,12052000_12052000_4473,,work,2,1900-01-01 08:18:44,1900-01-01 17:09:50,8:51:06,
6076,12052000_12052000_4473,12052000_12052000_4473,,home,3,1900-01-01 17:09:50,1900-01-02 00:00:00,6:50:10,
6077,12052000_12052000_4485,12052000_12052000_4485,,home,1,1900-01-01 00:00:00,1900-01-01 06:11:54,6:11:54,
6078,12052000_12052000_4485,12052000_12052000_4485,,work,2,1900-01-01 06:56:52,1900-01-01 14:30:11,7:33:19,
6079,12052000_12052000_4485,12052000_12052000_4485,,home,3,1900-01-01 15:15:09,1900-01-02 00:00:00,8:44:51,
6080,12052000_12052000_4491,12052000_12052000_4491,,home,1,1900-01-01 00:00:00,1900-01-01 06:47:08,6:47:08,
6081,12052000_12052000_4491,12052000_12052000_4491,,work,2,1900-01-01 06:47:08,1900-01-01 14:42:37,7:55:29,
6082,12052000_12052000_4491,12052000_12052000_4491,,home,3,1900-01-01 14:42:37,1900-01-02 00:00:00,9:17:23,
6083,12052000_12052000_4500,12052000_12052000_4500,,home,1,1900-01-01 00:00:00,1900-01-01 06:32:30,6:32:30,
6084,12052000_12052000_4500,12052000_12052000_4500,,work,2,1900-01-01 06:32:30,1900-01-01 16:07:48,9:35:18,
6085,12052000_12052000_4500,12052000_12052000_4500,,home,3,1900-01-01 16:07:48,1900-01-02 00:00:00,7:52:12,
6086,12052000_12052000_4502,12052000_12052000_4502,,home,1,1900-01-01 00:00:00,1900-01-01 08:00:38,8:00:38,
6087,12052000_12052000_4502,12052000_12052000_4502,,work,2,1900-01-01 08:00:38,1900-01-01 16:23:15,8:22:37,
6088,12052000_12052000_4502,12052000_12052000_4502,,home,3,1900-01-01 16:23:15,1900-01-02 00:00:00,7:36:45,
6089,12052000_12052000_4540,12052000_12052000_4540,,home,1,1900-01-01 00:00:00,1900-01-01 06:33:19,6:33:19,
6090,12052000_12052000_4540,12052000_12052000_4540,,work,2,1900-01-01 06:33:19,1900-01-01 14:29:53,7:56:34,
6091,12052000_12052000_4540,12052000_12052000_4540,,home,3,1900-01-01 14:29:53,1900-01-02 00:00:00,9:30:07,
6092,12052000_12052000_4546,12052000_12052000_4546,,home,1,1900-01-01 00:00:00,1900-01-01 06:52:24,6:52:24,
6093,12052000_12052000_4546,12052000_12052000_4546,,work,2,1900-01-01 06:52:24,1900-01-01 15:02:18,8:09:54,
6094,12052000_12052000_4546,12052000_12052000_4546,,home,3,1900-01-01 15:02:18,1900-01-02 00:00:00,8:57:42,
6095,12052000_12052000_4567,12052000_12052000_4567,,home,1,1900-01-01 00:00:00,1900-01-01 06:27:49,6:27:49,
6096,12052000_12052000_4567,12052000_12052000_4567,,work,2,1900-01-01 06:27:49,1900-01-01 14:57:48,8:29:59,
6097,12052000_12052000_4567,12052000_12052000_4567,,home,3,1900-01-01 14:57:48,1900-01-02 00:00:00,9:02:12,
6098,12052000_12052000_4597,12052000_12052000_4597,,home,1,1900-01-01 00:00:00,1900-01-01 06:38:12,6:38:12,
6099,12052000_12052000_4597,12052000_12052000_4597,,work,2,1900-01-01 06:38:12,1900-01-01 14:41:40,8:03:28,
6100,12052000_12052000_4597,12052000_12052000_4597,,home,3,1900-01-01 14:41:40,1900-01-02 00:00:00,9:18:20,
6101,12052000_12052000_4612,12052000_12052000_4612,,home,1,1900-01-01 00:00:00,1900-01-01 07:52:28,7:52:28,
6102,12052000_12052000_4612,12052000_12052000_4612,,work,2,1900-01-01 08:27:24,1900-01-01 15:46:35,7:19:11,
6103,12052000_12052000_4612,12052000_12052000_4612,,home,3,1900-01-01 16:21:31,1900-01-02 00:00:00,7:38:29,
6104,12052000_12052000_4641,12052000_12052000_4641,,home,1,1900-01-01 00:00:00,1900-01-01 06:56:58,6:56:58,
6105,12052000_12052000_4641,12052000_12052000_4641,,work,2,1900-01-01 06:56:58,1900-01-01 15:58:03,9:01:05,
6106,12052000_12052000_4641,12052000_12052000_4641,,home,3,1900-01-01 15:58:03,1900-01-02 00:00:00,8:01:57,
6107,12052000_12052000_4647,12052000_12052000_4647,,home,1,1900-01-01 00:00:00,1900-01-01 08:34:12,8:34:12,
6108,12052000_12052000_4647,12052000_12052000_4647,,work,2,1900-01-01 08:34:12,1900-01-01 08:27:22,"-1 day, 23:53:10",
6109,12052000_12052000_4647,12052000_12052000_4647,,work,3,1900-01-01 08:27:22,1900-01-01 16:59:13,8:31:51,
6110,12052000_12052000_4647,12052000_12052000_4647,,work,4,1900-01-01 16:59:13,1900-01-01 16:09:39,"-1 day, 23:10:26",
6111,12052000_12052000_4647,12052000_12052000_4647,,home,5,1900-01-01 16:09:39,1900-01-02 00:00:00,7:50:21,
6112,12052000_12052000_4648,12052000_12052000_4648,,home,1,1900-01-01 00:00:00,1900-01-01 06:11:54,6:11:54,
6113,12052000_12052000_4648,12052000_12052000_4648,,work,2,1900-01-01 06:11:54,1900-01-01 14:31:50,8:19:56,
6114,12052000_12052000_4648,12052000_12052000_4648,,home,3,1900-01-01 14:31:50,1900-01-02 00:00:00,9:28:10,
6115,12052000_12052000_4670,12052000_12052000_4670,,home,1,1900-01-01 00:00:00,1900-01-01 06:36:36,6:36:36,
6116,12052000_12052000_4670,12052000_12052000_4670,,work,2,1900-01-01 06:36:36,1900-01-01 14:51:15,8:14:39,
6117,12052000_12052000_4670,12052000_12052000_4670,,home,3,1900-01-01 14:51:15,1900-01-02 00:00:00,9:08:45,
6118,12052000_12052000_4676,12052000_12052000_4676,,home,1,1900-01-01 00:00:00,1900-01-01 06:39:57,6:39:57,
6119,12052000_12052000_4676,12052000_12052000_4676,,work,2,1900-01-01 07:19:17,1900-01-01 07:11:32,"-1 day, 23:52:15",
6120,12052000_12052000_4676,12052000_12052000_4676,,work,3,1900-01-01 07:28:02,1900-01-01 15:30:06,8:02:04,
6121,12052000_12052000_4676,12052000_12052000_4676,,work,4,1900-01-01 15:46:36,1900-01-01 16:07:19,0:20:43,
6122,12052000_12052000_4676,12052000_12052000_4676,,home,5,1900-01-01 16:46:39,1900-01-02 00:00:00,7:13:21,
6123,12052000_12052000_4751,12052000_12052000_4751,,home,1,1900-01-01 00:00:00,1900-01-01 07:35:10,7:35:10,
6124,12052000_12052000_4751,12052000_12052000_4751,,work,2,1900-01-01 08:20:42,1900-01-01 08:26:38,0:05:56,
6125,12052000_12052000_4751,12052000_12052000_4751,,work,3,1900-01-01 08:26:38,1900-01-01 15:51:43,7:25:05,
6126,12052000_12052000_4751,12052000_12052000_4751,,work,4,1900-01-01 15:51:43,1900-01-01 16:22:15,0:30:32,
6127,12052000_12052000_4751,12052000_12052000_4751,,home,5,1900-01-01 17:07:47,1900-01-02 00:00:00,6:52:13,
6128,12052000_12052000_4752,12052000_12052000_4752,,home,1,1900-01-01 00:00:00,1900-01-01 08:39:40,8:39:40,
6129,12052000_12052000_4752,12052000_12052000_4752,,work,2,1900-01-01 09:43:17,1900-01-01 16:17:26,6:34:09,
6130,12052000_12052000_4752,12052000_12052000_4752,,home,3,1900-01-01 17:21:03,1900-01-02 00:00:00,6:38:57,
6131,12052000_12052000_4774,12052000_12052000_4774,,home,1,1900-01-01 00:00:00,1900-01-01 08:25:26,8:25:26,
6132,12052000_12052000_4774,12052000_12052000_4774,,work,2,1900-01-01 08:25:26,1900-01-01 16:12:12,7:46:46,
6133,12052000_12052000_4774,12052000_12052000_4774,,home,3,1900-01-01 16:12:12,1900-01-02 00:00:00,7:47:48,
6134,12052000_12052000_4797,12052000_12052000_4797,,home,1,1900-01-01 00:00:00,1900-01-01 06:34:57,6:34:57,
6135,12052000_12052000_4797,12052000_12052000_4797,,work,2,1900-01-01 06:34:57,1900-01-01 16:07:27,9:32:30,
