pid,hid,freq,hzone
12052000_12052000_3284,12052000_12052000_3284,100,
12052000_12052000_3289,12052000_12052000_3289,100,
12052000_12052000_3298,12052000_12052000_3298,100,
12052000_12052000_3320,12052000_12052000_3320,100,
12052000_12052000_3364,12052000_12052000_3364,100,
12052000_12052000_3389,12052000_12052000_3389,100,
12052000_12052000_3418,12052000_12052000_3418,100,
12052000_12052000_3443,12052000_12052000_3443,100,
12052000_12052000_3456,12052000_12052000_3456,100,
12052000_12052000_346,12052000_12052000_346,100,
12052000_12052000_3460,12052000_12052000_3460,100,
12052000_12052000_3461,12052000_12052000_3461,100,
12052000_12052000_3471,12052000_12052000_3471,100,
12052000_12052000_3495,12052000_12052000_3495,100,
12052000_12052000_3504,12052000_12052000_3504,100,
12052000_12052000_3522,12052000_12052000_3522,100,
12052000_12052000_353,12052000_12052000_353,100,
12052000_12052000_3544,12052000_12052000_3544,100,
12052000_12052000_3551,12052000_12052000_3551,100,
12052000_12052000_3552,12052000_12052000_3552,100,
12052000_12052000_3563,12052000_12052000_3563,100,
12052000_12052000_3574,12052000_12052000_3574,100,
12052000_12052000_3610,12052000_12052000_3610,100,
12052000_12052000_3612,12052000_12052000_3612,100,
12052000_12052000_3618,12052000_12052000_3618,100,
12052000_12052000_3620,12052000_12052000_3620,100,
12052000_12052000_3664,12052000_12052000_3664,100,
12052000_12052000_3672,12052000_12052000_3672,100,
12052000_12052000_3746,12052000_12052000_3746,100,
12052000_12052000_375,12052000_12052000_375,100,
12052000_12052000_377,12052000_12052000_377,100,
12052000_12052000_3776,12052000_12052000_3776,100,
12052000_12052000_3784,12052000_12052000_3784,100,
12052000_12052000_3833,12052000_12052000_3833,100,
12052000_12052000_3863,12052000_12052000_3863,100,
12052000_12052000_3911,12052000_12052000_3911,100,
12052000_12052000_3912,12052000_12052000_3912,100,
12052000_12052000_3955,12052000_12052000_3955,100,
12052000_12052000_3968,12052000_12052000_3968,100,
12052000_12052000_3993,12052000_12052000_3993,100,
12052000_12052000_4009,12052000_12052000_4009,100,
12052000_12052000_4029,12052000_12052000_4029,100,
12052000_12052000_4056,12052000_12052000_4056,100,
12052000_12052000_4061,12052000_12052000_4061,100,
12052000_12052000_4062,12052000_12052000_4062,100,
12052000_12052000_4074,12052000_12052000_4074,100,
12052000_12052000_4089,12052000_12052000_4089,100,
12052000_12052000_4094,12052000_12052000_4094,100,
12052000_12052000_4100,12052000_12052000_4100,100,
12052000_12052000_4144,12052000_12052000_4144,100,
12052000_12052000_4156,12052000_12052000_4156,100,
12052000_12052000_4165,12052000_12052000_4165,100,
12052000_12052000_4191,12052000_12052000_4191,100,
12052000_12052000_4195,12052000_12052000_4195,100,
12052000_12052000_4198,12052000_12052000_4198,100,
12052000_12052000_4202,12052000_12052000_4202,100,
12052000_12052000_4227,12052000_12052000_4227,100,
12052000_12052000_4241,12052000_12052000_4241,100,
12052000_12052000_4334,12052000_12052000_4334,100,
12052000_12052000_4349,12052000_12052000_4349,100,
12052000_12052000_4399,12052000_12052000_4399,100,
12052000_12052000_4459,12052000_12052000_4459,100,
12052000_12052000_4471,12052000_12052000_4471,100,
12052000_12052000_4473,12052000_12052000_4473,100,
12052000_12052000_4485,12052000_12052000_4485,100,
12052000_12052000_4491,12052000_12052000_4491,100,
12052000_12052000_4500,12052000_12052000_4500,100,
12052000_12052000_4502,12052000_12052000_4502,100,
12052000_12052000_4540,12052000_12052000_4540,100,
12052000_12052000_4546,12052000_12052000_4546,100,
12052000_12052000_4567,12052000_12052000_4567,100,
12052000_12052000_4597,12052000_12052000_4597,100,
12052000_12052000_4612,12052000_12052000_4612,100,
12052000_12052000_4641,12052000_12052000_4641,100,
12052000_12052000_4647,12052000_12052000_4647,100,
12052000_12052000_4648,12052000_12052000_4648,100,
12052000_12052000_4670,12052000_12052000_4670,100,
12052000_12052000_4676,12052000_12052000_4676,100,
12052000_12052000_4751,12052000_12052000_4751,100,
12052000_12052000_4752,12052000_12052000_4752,100,
12052000_12052000_4774,12052000_12052000_4774,100,
12052000_12052000_4797,12052000_12052000_4797,100,
12052000_12052000_4803,12052000_12052000_4803,100,
12052000_12052000_4805,12052000_12052000_4805,100,
12052000_12052000_4818,12052000_12052000_4818,100,
12052000_12052000_4832,12052000_12052000_4832,100,
12052000_12052000_4862,12052000_12052000_4862,100,
12052000_12052000_4871,12052000_12052000_4871,100,
12052000_12052000_4880,12052000_12052000_4880,100,
12052000_12052000_4887,12052000_12052000_4887,100,
12052000_12052000_4890,12052000_12052000_4890,100,
12052000_12052000_4903,12052000_12052000_4903,100,
12052000_12052000_4986,12052000_12052000_4986,100,
12052000_12052000_5003,12052000_12052000_5003,100,
12052000_12052000_5039,12052000_12052000_5039,100,
12052000_12052000_5042,12052000_12052000_5042,100,
12052000_12052000_5103,12052000_12052000_5103,100,
12052000_12052000_5107,12052000_12052000_5107,100,
12052000_12052000_5113,12052000_12052000_5113,100,
12052000_12052000_5131,12052000_12052000_5131,100,
12052000_12052000_5174,12052000_12052000_5174,100,
12052000_12052000_5180,12052000_12052000_5180,100,
12052000_12052000_5185,12052000_12052000_5185,100,
12052000_12052000_5192,12052000_12052000_5192,100,
12052000_12052000_5201,12052000_12052000_5201,100,
12052000_12052000_5202,12052000_12052000_5202,100,
12052000_12052000_5209,12052000_12052000_5209,100,
12052000_12052000_5226,12052000_12052000_5226,100,
12052000_12052000_5251,12052000_12052000_5251,100,
12052000_12052000_5284,12052000_12052000_5284,100,
12052000_12052000_5295,12052000_12052000_5295,100,
12052000_12052000_5333,12052000_12052000_5333,100,
12052000_12052000_5340,12052000_12052000_5340,100,
12052000_12052000_5344,12052000_12052000_5344,100,
12052000_12052000_5351,12052000_12052000_5351,100,
12052000_12052000_5383,12052000_12052000_5383,100,
12052000_12052000_5407,12052000_12052000_5407,100,
12052000_12052000_5422,12052000_12052000_5422,100,
12052000_12052000_5427,12052000_12052000_5427,100,
12052000_12052000_5430,12052000_12052000_5430,100,
12052000_12052000_5433,12052000_12052000_5433,100,
12052000_12052000_5450,12052000_12052000_5450,100,
12052000_12052000_546,12052000_12052000_546,100,
12052000_12052000_5507,12052000_12052000_5507,100,
12052000_12052000_5515,12052000_12052000_5515,100,
12052000_12052000_5557,12052000_12052000_5557,100,
12052000_12052000_5561,12052000_12052000_5561,100,
12052000_12052000_5569,12052000_12052000_5569,100,
12052000_12052000_5595,12052000_12052000_5595,100,
12052000_12052000_5597,12052000_12052000_5597,100,
12052000_12052000_56,12052000_12052000_56,100,
12052000_12052000_5651,12052000_12052000_5651,100,
12052000_12052000_5662,12052000_12052000_5662,100,
12052000_12052000_5669,12052000_12052000_5669,100,
12052000_12052000_5674,12052000_12052000_5674,100,
12052000_12052000_5684,12052000_12052000_5684,100,
12052000_12052000_5706,12052000_12052000_5706,100,
12052000_12052000_5735,12052000_12052000_5735,100,
12052000_12052000_5753,12052000_12052000_5753,100,
12052000_12052000_5755,12052000_12052000_5755,100,
12052000_12052000_577,12052000_12052000_577,100,
12052000_12052000_5804,12052000_12052000_5804,100,
12052000_12052000_584,12052000_12052000_584,100,
12052000_12052000_5842,12052000_12052000_5842,100,
12052000_12052000_5862,12052000_12052000_5862,100,
12052000_12052000_5873,12052000_12052000_5873,100,
12052000_12052000_5879,12052000_12052000_5879,100,
12052000_12052000_5881,12052000_12052000_5881,100,
12052000_12052000_5900,12052000_12052000_5900,100,
12052000_12052000_5922,12052000_12052000_5922,100,
12052000_12052000_5956,12052000_12052000_5956,100,
12052000_12052000_5962,12052000_12052000_5962,100,
12052000_12052000_5969,12052000_12052000_5969,100,
12052000_12052000_5982,12052000_12052000_5982,100,
12052000_12052000_5985,12052000_12052000_5985,100,
12052000_12052000_6002,12052000_12052000_6002,100,
12052000_12052000_6004,12052000_12052000_6004,100,
12052000_12052000_6015,12052000_12052000_6015,100,
12052000_12052000_6051,12052000_12052000_6051,100,
12052000_12052000_6055,12052000_12052000_6055,100,
12052000_12052000_606,12052000_12052000_606,100,
12052000_12052000_6080,12052000_12052000_6080,100,
12052000_12052000_6090,12052000_12052000_6090,100,
12052000_12052000_6114,12052000_12052000_6114,100,
12052000_12052000_6115,12052000_12052000_6115,100,
12052000_12052000_6116,12052000_12052000_6116,100,
12052000_12052000_6163,12052000_12052000_6163,100,
12052000_12052000_6168,12052000_12052000_6168,100,
12052000_12052000_618,12052000_12052000_618,100,
12052000_12052000_6182,12052000_12052000_6182,100,
12052000_12052000_6193,12052000_12052000_6193,100,
12052000_12052000_6202,12052000_12052000_6202,100,
12052000_12052000_622,12052000_12052000_622,100,
12052000_12052000_625,12052000_12052000_625,100,
12052000_12052000_6264,12052000_12052000_6264,100,
12052000_12052000_6304,12052000_12052000_6304,100,
12052000_12052000_6338,12052000_12052000_6338,100,
12052000_12052000_6344,12052000_12052000_6344,100,
12052000_12052000_6391,12052000_12052000_6391,100,
12052000_12052000_6394,12052000_12052000_6394,100,
12052000_12052000_641,12052000_12052000_641,100,
12052000_12052000_6418,12052000_12052000_6418,100,
12052000_12052000_642,12052000_12052000_642,100,
12052000_12052000_6425,12052000_12052000_6425,100,
12052000_12052000_6447,12052000_12052000_6447,100,
12052000_12052000_6466,12052000_12052000_6466,100,
12052000_12052000_6502,12052000_12052000_6502,100,
12052000_12052000_6515,12052000_12052000_6515,100,
12052000_12052000_6518,12052000_12052000_6518,100,
12052000_12052000_6573,12052000_12052000_6573,100,
12052000_12052000_666,12052000_12052000_666,100,
12052000_12052000_672,12052000_12052000_672,100,
12052000_12052000_6726,12052000_12052000_6726,100,
12052000_12052000_6738,12052000_12052000_6738,100,
12052000_12052000_6772,12052000_12052000_6772,100,
12052000_12052000_6787,12052000_12052000_6787,100,
12052000_12052000_6821,12052000_12052000_6821,100,
12052000_12052000_684,12052000_12052000_684,100,
12052000_12052000_6904,12052000_12052000_6904,100,
12052000_12052000_6906,12052000_12052000_6906,100,
12052000_12052000_6908,12052000_12052000_6908,100,
12052000_12052000_6918,12052000_12052000_6918,100,
12052000_12052000_6945,12052000_12052000_6945,100,
12052000_12052000_6962,12052000_12052000_6962,100,
12052000_12052000_6969,12052000_12052000_6969,100,
12052000_12052000_6971,12052000_12052000_6971,100,
12052000_12052000_6972,12052000_12052000_6972,100,
12052000_12052000_7008,12052000_12052000_7008,100,
12052000_12052000_7022,12052000_12052000_7022,100,
12052000_12052000_7035,12052000_12052000_7035,100,
12052000_12052000_7042,12052000_12052000_7042,100,
12052000_12052000_7058,12052000_12052000_7058,100,
12052000_12052000_7096,12052000_12052000_7096,100,
12052000_12052000_7109,12052000_12052000_7109,100,
12052000_12052000_7132,12052000_12052000_7132,100,
12052000_12052000_7154,12052000_12052000_7154,100,
12052000_12052000_7158,12052000_12052000_7158,100,
12052000_12052000_7186,12052000_12052000_7186,100,
12052000_12052000_7196,12052000_12052000_7196,100,
12052000_12052000_7197,12052000_12052000_7197,100,
12052000_12052000_7210,12052000_12052000_7210,100,
12052000_12052000_7218,12052000_12052000_7218,100,
12052000_12052000_7231,12052000_12052000_7231,100,
12052000_12052000_7232,12052000_12052000_7232,100,
12052000_12052000_7241,12052000_12052000_7241,100,
12052000_12052000_7258,12052000_12052000_7258,100,
12052000_12052000_7269,12052000_12052000_7269,100,
12052000_12052000_7298,12052000_12052000_7298,100,
12052000_12052000_7301,12052000_12052000_7301,100,
12052000_12052000_733,12052000_12052000_733,100,
12052000_12052000_7334,12052000_12052000_7334,100,
12052000_12052000_7354,12052000_12052000_7354,100,
12052000_12052000_7368,12052000_12052000_7368,100,
12052000_12052000_737,12052000_12052000_737,100,
12052000_12052000_7374,12052000_12052000_7374,100,
12052000_12052000_7381,12052000_12052000_7381,100,
12052000_12052000_7384,12052000_12052000_7384,100,
12052000_12052000_7392,12052000_12052000_7392,100,
12052000_12052000_7424,12052000_12052000_7424,100,
12052000_12052000_7428,12052000_12052000_7428,100,
12052000_12052000_7430,12052000_12052000_7430,100,
12052000_12052000_7435,12052000_12052000_7435,100,
12052000_12052000_7441,12052000_12052000_7441,100,
12052000_12052000_7449,12052000_12052000_7449,100,
12052000_12052000_7466,12052000_12052000_7466,100,
12052000_12052000_7480,12052000_12052000_7480,100,
12052000_12052000_7496,12052000_12052000_7496,100,
12052000_12052000_7509,12052000_12052000_7509,100,
12052000_12052000_7515,12052000_12052000_7515,100,
12052000_12052000_7533,12052000_12052000_7533,100,
12052000_12052000_754,12052000_12052000_754,100,
12052000_12052000_7664,12052000_12052000_7664,100,
12052000_12052000_7713,12052000_12052000_7713,100,
12052000_12052000_7719,12052000_12052000_7719,100,
12052000_12052000_7727,12052000_12052000_7727,100,
12052000_12052000_774,12052000_12052000_774,100,
12052000_12052000_7742,12052000_12052000_7742,100,
12052000_12052000_7755,12052000_12052000_7755,100,
12052000_12052000_7757,12052000_12052000_7757,100,
12052000_12052000_7769,12052000_12052000_7769,100,
12052000_12052000_7772,12052000_12052000_7772,100,
12052000_12052000_7797,12052000_12052000_7797,100,
12052000_12052000_7808,12052000_12052000_7808,100,
12052000_12052000_7821,12052000_12052000_7821,100,
12052000_12052000_7825,12052000_12052000_7825,100,
12052000_12052000_7830,12052000_12052000_7830,100,
12052000_12052000_7834,12052000_12052000_7834,100,
12052000_12052000_7837,12052000_12052000_7837,100,
12052000_12052000_7849,12052000_12052000_7849,100,
12052000_12052000_7851,12052000_12052000_7851,100,
12052000_12052000_7859,12052000_12052000_7859,100,
12052000_12052000_7868,12052000_12052000_7868,100,
12052000_12052000_7903,12052000_12052000_7903,100,
12052000_12052000_7915,12052000_12052000_7915,100,
12052000_12052000_794,12052000_12052000_794,100,
12052000_12052000_7962,12052000_12052000_7962,100,
12052000_12052000_7993,12052000_12052000_7993,100,
12052000_12052000_8005,12052000_12052000_8005,100,
12052000_12052000_8034,12052000_12052000_8034,100,
12052000_12052000_8056,12052000_12052000_8056,100,
12052000_12052000_8096,12052000_12052000_8096,100,
12052000_12052000_8126,12052000_12052000_8126,100,
12052000_12052000_8129,12052000_12052000_8129,100,
12052000_12052000_8146,12052000_12052000_8146,100,
12052000_12052000_8172,12052000_12052000_8172,100,
12052000_12052000_8188,12052000_12052000_8188,100,
12052000_12052000_8194,12052000_12052000_8194,100,
12052000_12052000_8223,12052000_12052000_8223,100,
12052000_12052000_8268,12052000_12052000_8268,100,
12052000_12052000_8286,12052000_12052000_8286,100,
12052000_12052000_84,12052000_12052000_84,100,
12052000_12052000_8412,12052000_12052000_8412,100,
12052000_12052000_8425,12052000_12052000_8425,100,
12052000_12052000_8450,12052000_12052000_8450,100,
12052000_12052000_846,12052000_12052000_846,100,
12052000_12052000_8473,12052000_12052000_8473,100,
12052000_12052000_8481,12052000_12052000_8481,100,
12052000_12052000_8505,12052000_12052000_8505,100,
12052000_12052000_8506,12052000_12052000_8506,100,
12052000_12052000_852,12052000_12052000_852,100,
12052000_12052000_8543,12052000_12052000_8543,100,
12052000_12052000_8544,12052000_12052000_8544,100,
12052000_12052000_8557,12052000_12052000_8557,100,
12052000_12052000_8670,12052000_12052000_8670,100,
12052000_12052000_8690,12052000_12052000_8690,100,
12052000_12052000_8750,12052000_12052000_8750,100,
12052000_12052000_8778,12052000_12052000_8778,100,
12052000_12052000_881,12052000_12052000_881,100,
12052000_12052000_885,12052000_12052000_885,100,
12052000_12052000_8872,12052000_12052000_8872,100,
12052000_12052000_8891,12052000_12052000_8891,100,
12052000_12052000_8904,12052000_12052000_8904,100,
12052000_12052000_8911,12052000_12052000_8911,100,
12052000_12052000_893,12052000_12052000_893,100,
12052000_12052000_8930,12052000_12052000_8930,100,
12052000_12052000_8962,12052000_12052000_8962,100,
12052000_12052000_8996,12052000_12052000_8996,100,
12052000_12052000_8999,12052000_12052000_8999,100,
12052000_12052000_9010,12052000_12052000_9010,100,
12052000_12052000_9014,12052000_12052000_9014,100,
12052000_12052000_9105,12052000_12052000_9105,100,
12052000_12052000_9118,12052000_12052000_9118,100,
12052000_12052000_9129,12052000_12052000_9129,100,
12052000_12052000_9136,12052000_12052000_9136,100,
12052000_12052000_9152,12052000_12052000_9152,100,
12052000_12052000_9171,12052000_12052000_9171,100,
12052000_12052000_9179,12052000_12052000_9179,100,
12052000_12052000_9187,12052000_12052000_9187,100,
12052000_12052000_9202,12052000_12052000_9202,100,
12052000_12052000_9205,12052000_12052000_9205,100,
12052000_12052000_922,12052000_12052000_922,100,
12052000_12052000_9238,12052000_12052000_9238,100,
12052000_12052000_9250,12052000_12052000_9250,100,
12052000_12052000_9285,12052000_12052000_9285,100,
12052000_12052000_9296,12052000_12052000_9296,100,
12052000_12052000_9297,12052000_12052000_9297,100,
12052000_12052000_931,12052000_12052000_931,100,
12052000_12052000_9319,12052000_12052000_9319,100,
12052000_12052000_9347,12052000_12052000_9347,100,
12052000_12052000_9349,12052000_12052000_9349,100,
12052000_12052000_9350,12052000_12052000_9350,100,
12052000_12052000_9387,12052000_12052000_9387,100,
12052000_12052000_9393,12052000_12052000_9393,100,
12052000_12052000_9419,12052000_12052000_9419,100,
12052000_12052000_943,12052000_12052000_943,100,
12052000_12052000_9449,12052000_12052000_9449,100,
12052000_12052000_9477,12052000_12052000_9477,100,
12052000_12052000_949,12052000_12052000_949,100,
12052000_12052000_9490,12052000_12052000_9490,100,
12052000_12052000_9499,12052000_12052000_9499,100,
12052000_12052000_9515,12052000_12052000_9515,100,
12052000_12052000_9542,12052000_12052000_9542,100,
12052000_12052000_9545,12052000_12052000_9545,100,
12052000_12052000_9599,12052000_12052000_9599,100,
12052000_12052000_9606,12052000_12052000_9606,100,
12052000_12052000_9616,12052000_12052000_9616,100,
12052000_12052000_9624,12052000_12052000_9624,100,
12052000_12052000_9639,12052000_12052000_9639,100,
12052000_12052000_9674,12052000_12052000_9674,100,
12052000_12052000_9698,12052000_12052000_9698,100,
12052000_12052000_9709,12052000_12052000_9709,100,
12052000_12052000_9738,12052000_12052000_9738,100,
12052000_12052000_9739,12052000_12052000_9739,100,
12052000_12052000_9780,12052000_12052000_9780,100,
12052000_12052000_9783,12052000_12052000_9783,100,
12052000_12052000_9791,12052000_12052000_9791,100,
12052000_12052000_9833,12052000_12052000_9833,100,
12052000_12052000_9838,12052000_12052000_9838,100,
12052000_12052000_9860,12052000_12052000_9860,100,
12052000_12052000_9893,12052000_12052000_9893,100,
12052000_12052000_9909,12052000_12052000_9909,100,
12052000_12052000_9921,12052000_12052000_9921,100,
12052000_12052000_9946,12052000_12052000_9946,100,
12052000_12052000_9951,12052000_12052000_9951,100,
12052000_12052000_9962,12052000_12052000_9962,100,
12052000_12052000_9964,12052000_12052000_9964,100,
12052000_12052000_9967,12052000_12052000_9967,100,
12052000_12052000_9990,12052000_12052000_9990,100,
12052000_12071000_32577,12052000_12071000_32577,100,
12052000_12071000_32589,12052000_12071000_32589,100,
12052000_12071000_33148,12052000_12071000_33148,100,
12052000_12071000_33946,12052000_12071000_33946,100,
12052000_12071000_33973,12052000_12071000_33973,100,
12052000_12071000_34900,12052000_12071000_34900,100,
12052000_12071000_34903,12052000_12071000_34903,100,
12052000_12071000_35117,12052000_12071000_35117,100,
12052000_12071000_35408,12052000_12071000_35408,100,
12052000_12071000_35834,12052000_12071000_35834,100,
12052000_12071000_36032,12052000_12071000_36032,100,
12052000_12071000_36255,12052000_12071000_36255,100,
12052000_12071000_36312,12052000_12071000_36312,100,
12052000_12071000_37038,12052000_12071000_37038,100,
12052000_12071000_37421,12052000_12071000_37421,100,
12052000_12071000_37561,12052000_12071000_37561,100,
12071000_12052000_39404,12071000_12052000_39404,100,
12071000_12052000_39608,12071000_12052000_39608,100,
12071000_12052000_39613,12071000_12052000_39613,100,
12071000_12052000_39941,12071000_12052000_39941,100,
12071000_12052000_39948,12071000_12052000_39948,100,
12071000_12052000_40397,12071000_12052000_40397,100,
12071000_12052000_41773,12071000_12052000_41773,100,
12071000_12052000_42250,12071000_12052000_42250,100,
12071000_12052000_42452,12071000_12052000_42452,100,
12071000_12052000_42862,12071000_12052000_42862,100,
12071000_12052000_43145,12071000_12052000_43145,100,
12071000_12052000_43270,12071000_12052000_43270,100,
12071000_12052000_43386,12071000_12052000_43386,100,
12071000_12052000_43446,12071000_12052000_43446,100,
12071000_12052000_43513,12071000_12052000_43513,100,
12071000_12052000_43764,12071000_12052000_43764,100,
12071000_12052000_43819,12071000_12052000_43819,100,
12071000_12052000_45143,12071000_12052000_45143,100,
12071000_12052000_45497,12071000_12052000_45497,100,
12071000_12052000_45759,12071000_12052000_45759,100,
12071000_12052000_46026,12071000_12052000_46026,100,
12071000_12052000_46124,12071000_12052000_46124,100,
12071000_12052000_46284,12071000_12052000_46284,100,
12071000_12052000_46797,12071000_12052000_46797,100,
12071000_12052000_46800,12071000_12052000_46800,100,
12071000_12052000_47600,12071000_12052000_47600,100,
12071000_12052000_48786,12071000_12052000_48786,100,
12071000_12052000_49194,12071000_12052000_49194,100,
12071000_12052000_49641,12071000_12052000_49641,100,
12071000_12052000_49704,12071000_12052000_49704,100,
12071000_12052000_49943,12071000_12052000_49943,100,
12071000_12052000_51003,12071000_12052000_51003,100,
12071000_12052000_51348,12071000_12052000_51348,100,
12071000_12052000_51361,12071000_12052000_51361,100,
12071000_12052000_51367,12071000_12052000_51367,100,
12071000_12052000_51399,12071000_12052000_51399,100,
12071000_12052000_51569,12071000_12052000_51569,100,
12071000_12052000_51637,12071000_12052000_51637,100,
12071000_12052000_51703,12071000_12052000_51703,100,
12071000_12052000_52128,12071000_12052000_52128,100,
12071000_12052000_52376,12071000_12052000_52376,100,
12071000_12052000_52402,12071000_12052000_52402,100,
12071000_12052000_52855,12071000_12052000_52855,100,
12071000_12052000_53025,12071000_12052000_53025,100,
12071000_12052000_53476,12071000_12052000_53476,100,
12071000_12052000_54534,12071000_12052000_54534,100,
12071000_12052000_54909,12071000_12052000_54909,100,
12071000_12052000_55072,12071000_12052000_55072,100,
12071000_12052000_56067,12071000_12052000_56067,100,
12071000_12052000_56095,12071000_12052000_56095,100,
12071000_12052000_57009,12071000_12052000_57009,100,
12071000_12052000_57508,12071000_12052000_57508,100,
