,pid,hid,freq,ozone,dzone,purp,origin activity,destination activity,mode,seq,tst,tet,duration
3724,12052000_12052000_29633,12052000_12052000_29633,,,,work,home,work,drt,1,1900-01-01 06:25:10,1900-01-01 06:25:10,0:00:00
3725,12052000_12052000_29633,12052000_12052000_29633,,,,,work,home,drt,2,1900-01-01 14:49:05,1900-01-01 14:49:05,0:00:00
3726,12052000_12052000_29638,12052000_12052000_29638,,,,work,home,work,drt,1,1900-01-01 07:35:52,1900-01-01 07:35:52,0:00:00
3727,12052000_12052000_29638,12052000_12052000_29638,,,,,work,home,drt,2,1900-01-01 15:44:55,1900-01-01 15:44:55,0:00:00
3728,12052000_12052000_29650,12052000_12052000_29650,,,,work,home,work,drt,1,1900-01-01 07:09:31,1900-01-01 07:09:31,0:00:00
3729,12052000_12052000_29650,12052000_12052000_29650,,,,work,work,work,drt,2,1900-01-01 08:14:35,1900-01-01 08:14:35,0:00:00
3730,12052000_12052000_29650,12052000_12052000_29650,,,,work,work,work,drt,3,1900-01-01 16:16:36,1900-01-01 16:16:36,0:00:00
3731,12052000_12052000_29650,12052000_12052000_29650,,,,,work,home,drt,4,1900-01-01 15:30:54,1900-01-01 15:30:54,0:00:00
3732,12052000_12052000_29664,12052000_12052000_29664,,,,work,home,work,drt,1,1900-01-01 06:52:02,1900-01-01 07:32:08,0:40:06
3733,12052000_12052000_29664,12052000_12052000_29664,,,,work,work,work,drt,2,1900-01-01 07:44:02,1900-01-01 07:44:02,0:00:00
3734,12052000_12052000_29664,12052000_12052000_29664,,,,work,work,work,drt,3,1900-01-01 14:43:54,1900-01-01 14:43:54,0:00:00
3735,12052000_12052000_29664,12052000_12052000_29664,,,,,work,home,drt,4,1900-01-01 15:12:51,1900-01-01 15:52:57,0:40:06
3736,12052000_12052000_29671,12052000_12052000_29671,,,,work,home,work,drt,1,1900-01-01 07:42:30,1900-01-01 07:42:30,0:00:00
3737,12052000_12052000_29671,12052000_12052000_29671,,,,,work,home,drt,2,1900-01-01 15:22:50,1900-01-01 15:22:50,0:00:00
3738,12052000_12052000_29684,12052000_12052000_29684,,,,work,home,work,drt,1,1900-01-01 08:17:46,1900-01-01 08:17:46,0:00:00
3739,12052000_12052000_29684,12052000_12052000_29684,,,,,work,home,drt,2,1900-01-01 16:02:07,1900-01-01 16:02:07,0:00:00
3740,12052000_12052000_29700,12052000_12052000_29700,,,,work,home,work,drt,1,1900-01-01 08:15:13,1900-01-01 08:15:13,0:00:00
3741,12052000_12052000_29700,12052000_12052000_29700,,,,,work,home,drt,2,1900-01-01 16:39:11,1900-01-01 16:39:11,0:00:00
3742,12052000_12052000_29740,12052000_12052000_29740,,,,work,home,work,drt,1,1900-01-01 06:13:52,1900-01-01 06:13:52,0:00:00
3743,12052000_12052000_29740,12052000_12052000_29740,,,,,work,home,drt,2,1900-01-01 15:08:10,1900-01-01 15:08:10,0:00:00
3744,12052000_12052000_29747,12052000_12052000_29747,,,,work,home,work,drt,1,1900-01-01 07:07:04,1900-01-01 07:07:04,0:00:00
3745,12052000_12052000_29747,12052000_12052000_29747,,,,,work,home,drt,2,1900-01-01 15:51:23,1900-01-01 15:51:23,0:00:00
3746,12052000_12052000_29749,12052000_12052000_29749,,,,work,home,work,drt,1,1900-01-01 07:49:51,1900-01-01 07:49:51,0:00:00
3747,12052000_12052000_29749,12052000_12052000_29749,,,,,work,home,drt,2,1900-01-01 14:59:37,1900-01-01 14:59:37,0:00:00
3748,12052000_12052000_29760,12052000_12052000_29760,,,,work,home,work,drt,1,1900-01-01 07:01:31,1900-01-01 07:01:31,0:00:00
3749,12052000_12052000_29760,12052000_12052000_29760,,,,,work,home,drt,2,1900-01-01 15:19:56,1900-01-01 15:19:56,0:00:00
3750,12052000_12052000_2980,12052000_12052000_2980,,,,work,home,work,drt,1,1900-01-01 06:48:40,1900-01-01 06:48:40,0:00:00
3751,12052000_12052000_2980,12052000_12052000_2980,,,,,work,home,drt,2,1900-01-01 15:17:10,1900-01-01 15:17:10,0:00:00
3752,12052000_12052000_29813,12052000_12052000_29813,,,,work,home,work,drt,1,1900-01-01 07:17:50,1900-01-01 07:17:50,0:00:00
3753,12052000_12052000_29813,12052000_12052000_29813,,,,,work,home,drt,2,1900-01-01 16:37:46,1900-01-01 16:37:46,0:00:00
3754,12052000_12052000_29816,12052000_12052000_29816,,,,work,home,work,drt,1,1900-01-01 07:56:34,1900-01-01 07:56:34,0:00:00
3755,12052000_12052000_29816,12052000_12052000_29816,,,,,work,home,drt,2,1900-01-01 17:22:26,1900-01-01 17:22:26,0:00:00
3756,12052000_12052000_29851,12052000_12052000_29851,,,,work,home,work,drt,1,1900-01-01 06:40:55,1900-01-01 06:40:55,0:00:00
3757,12052000_12052000_29851,12052000_12052000_29851,,,,,work,home,drt,2,1900-01-01 14:58:43,1900-01-01 14:58:43,0:00:00
3758,12052000_12052000_29852,12052000_12052000_29852,,,,work,home,work,drt,1,1900-01-01 06:35:06,1900-01-01 06:35:06,0:00:00
3759,12052000_12052000_29852,12052000_12052000_29852,,,,,work,home,drt,2,1900-01-01 14:50:34,1900-01-01 14:50:34,0:00:00
3760,12052000_12052000_29906,12052000_12052000_29906,,,,work,home,work,drt,1,1900-01-01 06:38:09,1900-01-01 06:38:09,0:00:00
3761,12052000_12052000_29906,12052000_12052000_29906,,,,,work,home,drt,2,1900-01-01 14:50:30,1900-01-01 14:50:30,0:00:00
3762,12052000_12052000_29910,12052000_12052000_29910,,,,work,home,work,drt,1,1900-01-01 07:11:31,1900-01-01 07:11:31,0:00:00
3763,12052000_12052000_29910,12052000_12052000_29910,,,,,work,home,drt,2,1900-01-01 15:40:36,1900-01-01 15:40:36,0:00:00
3764,12052000_12052000_29916,12052000_12052000_29916,,,,work,home,work,drt,1,1900-01-01 06:52:39,1900-01-01 06:52:39,0:00:00
3765,12052000_12052000_29916,12052000_12052000_29916,,,,,work,home,drt,2,1900-01-01 16:22:26,1900-01-01 16:22:26,0:00:00
3766,12052000_12052000_29920,12052000_12052000_29920,,,,work,home,work,drt,1,1900-01-01 06:33:54,1900-01-01 06:33:54,0:00:00
3767,12052000_12052000_29920,12052000_12052000_29920,,,,work,work,work,drt,2,1900-01-01 07:05:01,1900-01-01 07:05:01,0:00:00
3768,12052000_12052000_29920,12052000_12052000_29920,,,,work,work,work,drt,3,1900-01-01 14:47:37,1900-01-01 14:47:37,0:00:00
3769,12052000_12052000_29920,12052000_12052000_29920,,,,,work,home,drt,4,1900-01-01 15:00:16,1900-01-01 15:00:16,0:00:00
3770,12052000_12052000_29942,12052000_12052000_29942,,,,work,home,work,drt,1,1900-01-01 06:23:04,1900-01-01 06:23:04,0:00:00
3771,12052000_12052000_29942,12052000_12052000_29942,,,,,work,home,drt,2,1900-01-01 14:50:29,1900-01-01 14:50:29,0:00:00
3772,12052000_12052000_29944,12052000_12052000_29944,,,,work,home,work,drt,1,1900-01-01 06:51:30,1900-01-01 06:51:30,0:00:00
3773,12052000_12052000_29944,12052000_12052000_29944,,,,,work,home,drt,2,1900-01-01 15:16:51,1900-01-01 15:16:51,0:00:00
3774,12052000_12052000_29946,12052000_12052000_29946,,,,work,home,work,drt,1,1900-01-01 08:21:01,1900-01-01 08:21:01,0:00:00
3775,12052000_12052000_29946,12052000_12052000_29946,,,,home,work,home,drt,2,1900-01-01 16:57:54,1900-01-01 16:57:54,0:00:00
3776,12052000_12052000_29946,12052000_12052000_29946,,,,work,home,work,drt,3,1900-01-01 17:51:22,1900-01-01 17:51:22,0:00:00
3777,12052000_12052000_29946,12052000_12052000_29946,,,,,work,home,drt,4,1900-01-01 18:57:42,1900-01-01 18:57:42,0:00:00
3778,12052000_12052000_29973,12052000_12052000_29973,,,,work,home,work,drt,1,1900-01-01 06:00:52,1900-01-01 06:00:52,0:00:00
3779,12052000_12052000_29973,12052000_12052000_29973,,,,,work,home,drt,2,1900-01-01 14:23:31,1900-01-01 14:23:31,0:00:00
3780,12052000_12052000_29977,12052000_12052000_29977,,,,work,home,work,drt,1,1900-01-01 07:30:58,1900-01-01 07:30:58,0:00:00
3781,12052000_12052000_29977,12052000_12052000_29977,,,,,work,home,drt,2,1900-01-01 15:38:39,1900-01-01 15:38:39,0:00:00
3782,12052000_12052000_29983,12052000_12052000_29983,,,,work,home,work,drt,1,1900-01-01 07:06:43,1900-01-01 07:06:43,0:00:00
3783,12052000_12052000_29983,12052000_12052000_29983,,,,,work,home,drt,2,1900-01-01 15:47:07,1900-01-01 15:47:07,0:00:00
3784,12052000_12052000_29989,12052000_12052000_29989,,,,work,home,work,drt,1,1900-01-01 08:07:03,1900-01-01 08:57:07,0:50:04
3785,12052000_12052000_29989,12052000_12052000_29989,,,,work,work,work,drt,2,1900-01-01 09:08:15,1900-01-01 09:08:15,0:00:00
3786,12052000_12052000_29989,12052000_12052000_29989,,,,work,work,work,drt,3,1900-01-01 16:24:03,1900-01-01 16:24:03,0:00:00
3787,12052000_12052000_29989,12052000_12052000_29989,,,,,work,home,drt,4,1900-01-01 17:08:10,1900-01-01 17:58:14,0:50:04
3788,12052000_12052000_29991,12052000_12052000_29991,,,,work,home,work,drt,1,1900-01-01 07:16:33,1900-01-01 07:16:33,0:00:00
3789,12052000_12052000_29991,12052000_12052000_29991,,,,,work,home,drt,2,1900-01-01 15:48:31,1900-01-01 15:48:31,0:00:00
3790,12052000_12052000_29994,12052000_12052000_29994,,,,work,home,work,drt,1,1900-01-01 07:48:11,1900-01-01 08:39:09,0:50:58
3791,12052000_12052000_29994,12052000_12052000_29994,,,,,work,home,drt,2,1900-01-01 16:24:41,1900-01-01 17:15:39,0:50:58
3792,12052000_12052000_29997,12052000_12052000_29997,,,,work,home,work,drt,1,1900-01-01 07:13:16,1900-01-01 08:18:04,1:04:48
3793,12052000_12052000_29997,12052000_12052000_29997,,,,,work,home,drt,2,1900-01-01 16:07:24,1900-01-01 17:12:12,1:04:48
3794,12052000_12052000_3,12052000_12052000_3,,,,work,home,work,drt,1,1900-01-01 07:01:50,1900-01-01 07:01:50,0:00:00
3795,12052000_12052000_3,12052000_12052000_3,,,,,work,home,drt,2,1900-01-01 15:12:49,1900-01-01 15:12:49,0:00:00
3796,12052000_12052000_3000,12052000_12052000_3000,,,,work,home,work,drt,1,1900-01-01 07:00:44,1900-01-01 07:00:44,0:00:00
3797,12052000_12052000_3000,12052000_12052000_3000,,,,,work,home,drt,2,1900-01-01 15:23:44,1900-01-01 15:23:44,0:00:00
3798,12052000_12052000_30005,12052000_12052000_30005,,,,work,home,work,drt,1,1900-01-01 07:40:22,1900-01-01 07:40:22,0:00:00
3799,12052000_12052000_30005,12052000_12052000_30005,,,,,work,home,drt,2,1900-01-01 15:13:00,1900-01-01 16:20:55,1:07:55
3800,12052000_12052000_30020,12052000_12052000_30020,,,,work,home,work,drt,1,1900-01-01 08:30:31,1900-01-01 08:30:31,0:00:00
3801,12052000_12052000_30020,12052000_12052000_30020,,,,,work,home,drt,2,1900-01-01 16:13:04,1900-01-01 16:13:04,0:00:00
3802,12052000_12052000_30024,12052000_12052000_30024,,,,work,home,work,drt,1,1900-01-01 06:51:26,1900-01-01 06:51:26,0:00:00
3803,12052000_12052000_30024,12052000_12052000_30024,,,,home,work,home,drt,2,1900-01-01 14:34:27,1900-01-01 14:34:27,0:00:00
3804,12052000_12052000_30024,12052000_12052000_30024,,,,work,home,work,drt,3,1900-01-01 15:53:31,1900-01-01 15:59:08,0:05:37
3805,12052000_12052000_30024,12052000_12052000_30024,,,,,work,home,drt,4,1900-01-01 17:32:33,1900-01-01 17:38:10,0:05:37
3806,12052000_12052000_30026,12052000_12052000_30026,,,,work,home,work,drt,1,1900-01-01 07:03:09,1900-01-01 07:09:03,0:05:54
3807,12052000_12052000_30026,12052000_12052000_30026,,,,,work,home,drt,2,1900-01-01 16:13:16,1900-01-01 16:19:10,0:05:54
3808,12052000_12052000_30033,12052000_12052000_30033,,,,work,home,work,drt,1,1900-01-01 06:47:44,1900-01-01 06:47:44,0:00:00
3809,12052000_12052000_30033,12052000_12052000_30033,,,,,work,home,drt,2,1900-01-01 15:39:32,1900-01-01 15:39:32,0:00:00
3810,12052000_12052000_30062,12052000_12052000_30062,,,,work,home,work,drt,1,1900-01-01 07:08:51,1900-01-01 07:08:51,0:00:00
3811,12052000_12052000_30062,12052000_12052000_30062,,,,,work,home,drt,2,1900-01-01 15:06:08,1900-01-01 15:06:08,0:00:00
3812,12052000_12052000_30069,12052000_12052000_30069,,,,work,home,work,drt,1,1900-01-01 06:12:32,1900-01-01 06:12:32,0:00:00
3813,12052000_12052000_30069,12052000_12052000_30069,,,,,work,home,drt,2,1900-01-01 14:56:45,1900-01-01 14:56:45,0:00:00
3814,12052000_12052000_30096,12052000_12052000_30096,,,,work,home,work,drt,1,1900-01-01 07:00:10,1900-01-01 07:20:42,0:20:32
3815,12052000_12052000_30096,12052000_12052000_30096,,,,,work,home,drt,2,1900-01-01 16:16:24,1900-01-01 16:36:56,0:20:32
3816,12052000_12052000_30100,12052000_12052000_30100,,,,work,home,work,drt,1,1900-01-01 07:48:09,1900-01-01 07:48:09,0:00:00
3817,12052000_12052000_30100,12052000_12052000_30100,,,,,work,home,drt,2,1900-01-01 15:31:55,1900-01-01 15:31:55,0:00:00
3818,12052000_12052000_30103,12052000_12052000_30103,,,,work,home,work,drt,1,1900-01-01 07:12:49,1900-01-01 07:12:49,0:00:00
3819,12052000_12052000_30103,12052000_12052000_30103,,,,,work,home,drt,2,1900-01-01 14:45:43,1900-01-01 15:42:16,0:56:33
3820,12052000_12052000_30111,12052000_12052000_30111,,,,work,home,work,drt,1,1900-01-01 07:59:08,1900-01-01 07:59:08,0:00:00
3821,12052000_12052000_30111,12052000_12052000_30111,,,,,work,home,drt,2,1900-01-01 16:39:25,1900-01-01 16:39:25,0:00:00
3822,12052000_12052000_30126,12052000_12052000_30126,,,,work,home,work,drt,1,1900-01-01 08:23:01,1900-01-01 08:23:01,0:00:00
3823,12052000_12052000_30126,12052000_12052000_30126,,,,,work,home,drt,2,1900-01-01 16:21:13,1900-01-01 16:21:13,0:00:00
3824,12052000_12052000_30139,12052000_12052000_30139,,,,work,home,work,drt,1,1900-01-01 07:20:19,1900-01-01 07:20:19,0:00:00
3825,12052000_12052000_30139,12052000_12052000_30139,,,,,work,home,drt,2,1900-01-01 15:09:56,1900-01-01 15:09:56,0:00:00
3826,12052000_12052000_30140,12052000_12052000_30140,,,,work,home,work,drt,1,1900-01-01 06:25:49,1900-01-01 06:25:49,0:00:00
3827,12052000_12052000_30140,12052000_12052000_30140,,,,,work,home,drt,2,1900-01-01 14:57:37,1900-01-01 14:57:37,0:00:00
3828,12052000_12052000_30146,12052000_12052000_30146,,,,work,home,work,drt,1,1900-01-01 07:41:50,1900-01-01 07:41:50,0:00:00
3829,12052000_12052000_30146,12052000_12052000_30146,,,,,work,home,drt,2,1900-01-01 16:54:36,1900-01-01 16:54:36,0:00:00
3830,12052000_12052000_30151,12052000_12052000_30151,,,,work,home,work,drt,1,1900-01-01 07:08:10,1900-01-01 07:08:10,0:00:00
3831,12052000_12052000_30151,12052000_12052000_30151,,,,,work,home,drt,2,1900-01-01 14:48:04,1900-01-01 14:48:04,0:00:00
3832,12052000_12052000_30177,12052000_12052000_30177,,,,work,home,work,drt,1,1900-01-01 06:35:16,1900-01-01 06:35:16,0:00:00
3833,12052000_12052000_30177,12052000_12052000_30177,,,,work,work,work,drt,2,1900-01-01 07:19:50,1900-01-01 07:19:50,0:00:00
3834,12052000_12052000_30177,12052000_12052000_30177,,,,work,work,work,drt,3,1900-01-01 14:40:11,1900-01-01 14:40:11,0:00:00
3835,12052000_12052000_30177,12052000_12052000_30177,,,,,work,home,drt,4,1900-01-01 14:31:23,1900-01-01 14:31:23,0:00:00
3836,12052000_12052000_30178,12052000_12052000_30178,,,,work,home,work,drt,1,1900-01-01 07:00:26,1900-01-01 07:00:26,0:00:00
3837,12052000_12052000_30178,12052000_12052000_30178,,,,home,work,home,drt,2,1900-01-01 14:45:00,1900-01-01 14:45:00,0:00:00
3838,12052000_12052000_30178,12052000_12052000_30178,,,,work,home,work,drt,3,1900-01-01 15:38:33,1900-01-01 15:38:33,0:00:00
3839,12052000_12052000_30178,12052000_12052000_30178,,,,,work,home,drt,4,1900-01-01 17:51:26,1900-01-01 17:51:26,0:00:00
3840,12052000_12052000_30187,12052000_12052000_30187,,,,work,home,work,drt,1,1900-01-01 07:13:22,1900-01-01 07:13:22,0:00:00
3841,12052000_12052000_30187,12052000_12052000_30187,,,,,work,home,drt,2,1900-01-01 15:48:09,1900-01-01 15:48:09,0:00:00
3842,12052000_12052000_30193,12052000_12052000_30193,,,,work,home,work,drt,1,1900-01-01 06:44:33,1900-01-01 06:44:33,0:00:00
3843,12052000_12052000_30193,12052000_12052000_30193,,,,,work,home,drt,2,1900-01-01 15:32:20,1900-01-01 15:32:20,0:00:00
3844,12052000_12052000_30218,12052000_12052000_30218,,,,work,home,work,drt,1,1900-01-01 06:12:03,1900-01-01 07:25:38,1:13:35
3845,12052000_12052000_30218,12052000_12052000_30218,,,,work,work,work,drt,2,1900-01-01 07:09:02,1900-01-01 07:09:02,0:00:00
3846,12052000_12052000_30218,12052000_12052000_30218,,,,work,work,work,drt,3,1900-01-01 14:33:08,1900-01-01 14:33:08,0:00:00
3847,12052000_12052000_30218,12052000_12052000_30218,,,,,work,home,drt,4,1900-01-01 14:29:27,1900-01-01 15:43:02,1:13:35
3848,12052000_12052000_30227,12052000_12052000_30227,,,,work,home,work,drt,1,1900-01-01 07:24:37,1900-01-01 07:24:37,0:00:00
3849,12052000_12052000_30227,12052000_12052000_30227,,,,,work,home,drt,2,1900-01-01 15:02:51,1900-01-01 15:02:51,0:00:00
3850,12052000_12052000_30233,12052000_12052000_30233,,,,work,home,work,drt,1,1900-01-01 06:38:38,1900-01-01 06:38:38,0:00:00
3851,12052000_12052000_30233,12052000_12052000_30233,,,,,work,home,drt,2,1900-01-01 14:37:52,1900-01-01 14:37:52,0:00:00
3852,12052000_12052000_30235,12052000_12052000_30235,,,,work,home,work,drt,1,1900-01-01 06:39:42,1900-01-01 07:29:49,0:50:07
3853,12052000_12052000_30235,12052000_12052000_30235,,,,,work,home,drt,2,1900-01-01 15:34:37,1900-01-01 15:34:37,0:00:00
3854,12052000_12052000_30243,12052000_12052000_30243,,,,work,home,work,drt,1,1900-01-01 08:01:28,1900-01-01 08:05:37,0:04:09
3855,12052000_12052000_30243,12052000_12052000_30243,,,,work,work,work,drt,2,1900-01-01 07:56:06,1900-01-01 07:56:06,0:00:00
3856,12052000_12052000_30243,12052000_12052000_30243,,,,work,work,work,drt,3,1900-01-01 15:17:45,1900-01-01 15:17:45,0:00:00
3857,12052000_12052000_30243,12052000_12052000_30243,,,,,work,home,drt,4,1900-01-01 16:07:12,1900-01-01 16:11:21,0:04:09
3858,12052000_12052000_30267,12052000_12052000_30267,,,,work,home,work,drt,1,1900-01-01 06:51:35,1900-01-01 06:51:35,0:00:00
3859,12052000_12052000_30267,12052000_12052000_30267,,,,work,work,work,drt,2,1900-01-01 06:58:20,1900-01-01 06:58:20,0:00:00
3860,12052000_12052000_30267,12052000_12052000_30267,,,,work,work,work,drt,3,1900-01-01 14:56:38,1900-01-01 14:56:38,0:00:00
3861,12052000_12052000_30267,12052000_12052000_30267,,,,,work,home,drt,4,1900-01-01 15:01:46,1900-01-01 15:01:46,0:00:00
3862,12052000_12052000_30271,12052000_12052000_30271,,,,work,home,work,drt,1,1900-01-01 06:53:01,1900-01-01 06:53:01,0:00:00
3863,12052000_12052000_30271,12052000_12052000_30271,,,,,work,home,drt,2,1900-01-01 15:10:39,1900-01-01 15:10:39,0:00:00
3864,12052000_12052000_30276,12052000_12052000_30276,,,,work,home,work,drt,1,1900-01-01 06:51:34,1900-01-01 06:51:34,0:00:00
3865,12052000_12052000_30276,12052000_12052000_30276,,,,,work,home,drt,2,1900-01-01 15:51:46,1900-01-01 15:51:46,0:00:00
3866,12052000_12052000_30301,12052000_12052000_30301,,,,work,home,work,drt,1,1900-01-01 06:30:34,1900-01-01 06:30:34,0:00:00
3867,12052000_12052000_30301,12052000_12052000_30301,,,,,work,home,drt,2,1900-01-01 14:46:54,1900-01-01 14:46:54,0:00:00
3868,12052000_12052000_30309,12052000_12052000_30309,,,,work,home,work,drt,1,1900-01-01 07:05:29,1900-01-01 07:05:29,0:00:00
3869,12052000_12052000_30309,12052000_12052000_30309,,,,,work,home,drt,2,1900-01-01 14:47:50,1900-01-01 14:47:50,0:00:00
3870,12052000_12052000_30332,12052000_12052000_30332,,,,work,home,work,drt,1,1900-01-01 07:35:45,1900-01-01 07:35:45,0:00:00
3871,12052000_12052000_30332,12052000_12052000_30332,,,,,work,home,drt,2,1900-01-01 15:26:59,1900-01-01 15:26:59,0:00:00
3872,12052000_12052000_30349,12052000_12052000_30349,,,,work,home,work,drt,1,1900-01-01 08:15:43,1900-01-01 08:15:43,0:00:00
3873,12052000_12052000_30349,12052000_12052000_30349,,,,,work,home,drt,2,1900-01-01 16:45:15,1900-01-01 16:45:15,0:00:00
3874,12052000_12052000_30376,12052000_12052000_30376,,,,work,home,work,drt,1,1900-01-01 05:54:23,1900-01-01 05:54:23,0:00:00
3875,12052000_12052000_30376,12052000_12052000_30376,,,,,work,home,drt,2,1900-01-01 15:31:30,1900-01-01 15:31:30,0:00:00
3876,12052000_12052000_30377,12052000_12052000_30377,,,,work,home,work,drt,1,1900-01-01 07:30:11,1900-01-01 07:30:11,0:00:00
3877,12052000_12052000_30377,12052000_12052000_30377,,,,,work,home,drt,2,1900-01-01 15:12:36,1900-01-01 15:12:36,0:00:00
3878,12052000_12052000_30383,12052000_12052000_30383,,,,work,home,work,drt,1,1900-01-01 07:12:34,1900-01-01 07:12:34,0:00:00
3879,12052000_12052000_30383,12052000_12052000_30383,,,,,work,home,drt,2,1900-01-01 15:22:47,1900-01-01 15:22:47,0:00:00
3880,12052000_12052000_30465,12052000_12052000_30465,,,,work,home,work,drt,1,1900-01-01 07:49:58,1900-01-01 07:49:58,0:00:00
3881,12052000_12052000_30465,12052000_12052000_30465,,,,,work,home,drt,2,1900-01-01 17:33:13,1900-01-01 17:33:13,0:00:00
3882,12052000_12052000_30472,12052000_12052000_30472,,,,work,home,work,drt,1,1900-01-01 05:48:04,1900-01-01 05:48:04,0:00:00
3883,12052000_12052000_30472,12052000_12052000_30472,,,,,work,home,drt,2,1900-01-01 15:12:43,1900-01-01 15:12:43,0:00:00
3884,12052000_12052000_30497,12052000_12052000_30497,,,,work,home,work,drt,1,1900-01-01 06:39:59,1900-01-01 06:39:59,0:00:00
3885,12052000_12052000_30497,12052000_12052000_30497,,,,work,work,work,drt,2,1900-01-01 07:32:16,1900-01-01 07:32:16,0:00:00
3886,12052000_12052000_30497,12052000_12052000_30497,,,,work,work,work,drt,3,1900-01-01 15:09:24,1900-01-01 15:09:24,0:00:00
3887,12052000_12052000_30497,12052000_12052000_30497,,,,,work,home,drt,4,1900-01-01 15:17:25,1900-01-01 16:19:43,1:02:18
3888,12052000_12052000_30501,12052000_12052000_30501,,,,work,home,work,drt,1,1900-01-01 07:22:11,1900-01-01 07:22:11,0:00:00
3889,12052000_12052000_30501,12052000_12052000_30501,,,,,work,home,drt,2,1900-01-01 15:36:46,1900-01-01 15:36:46,0:00:00
3890,12052000_12052000_30509,12052000_12052000_30509,,,,work,home,work,drt,1,1900-01-01 08:06:14,1900-01-01 08:06:14,0:00:00
3891,12052000_12052000_30509,12052000_12052000_30509,,,,,work,home,drt,2,1900-01-01 16:52:26,1900-01-01 16:52:26,0:00:00
3892,12052000_12052000_30519,12052000_12052000_30519,,,,work,home,work,drt,1,1900-01-01 07:32:44,1900-01-01 07:32:44,0:00:00
3893,12052000_12052000_30519,12052000_12052000_30519,,,,,work,home,drt,2,1900-01-01 15:41:12,1900-01-01 15:41:12,0:00:00
3894,12052000_12052000_3052,12052000_12052000_3052,,,,work,home,work,drt,1,1900-01-01 06:31:52,1900-01-01 06:31:52,0:00:00
3895,12052000_12052000_3052,12052000_12052000_3052,,,,,work,home,drt,2,1900-01-01 15:48:29,1900-01-01 15:48:29,0:00:00
3896,12052000_12052000_30545,12052000_12052000_30545,,,,work,home,work,drt,1,1900-01-01 08:08:48,1900-01-01 08:08:48,0:00:00
3897,12052000_12052000_30545,12052000_12052000_30545,,,,,work,home,drt,2,1900-01-01 15:57:39,1900-01-01 15:57:39,0:00:00
3898,12052000_12052000_30584,12052000_12052000_30584,,,,work,home,work,drt,1,1900-01-01 08:07:25,1900-01-01 08:22:09,0:14:44
3899,12052000_12052000_30584,12052000_12052000_30584,,,,work,work,work,drt,2,1900-01-01 08:32:27,1900-01-01 09:31:04,0:58:37
3900,12052000_12052000_30584,12052000_12052000_30584,,,,work,work,work,drt,3,1900-01-01 16:15:57,1900-01-01 17:14:34,0:58:37
3901,12052000_12052000_30584,12052000_12052000_30584,,,,,work,home,drt,4,1900-01-01 16:42:51,1900-01-01 16:57:35,0:14:44
3902,12052000_12052000_30627,12052000_12052000_30627,,,,work,home,work,drt,1,1900-01-01 07:13:31,1900-01-01 07:13:31,0:00:00
3903,12052000_12052000_30627,12052000_12052000_30627,,,,home,work,home,drt,2,1900-01-01 14:37:28,1900-01-01 14:37:28,0:00:00
3904,12052000_12052000_30627,12052000_12052000_30627,,,,work,home,work,drt,3,1900-01-01 17:15:15,1900-01-01 17:45:54,0:30:39
3905,12052000_12052000_30627,12052000_12052000_30627,,,,,work,home,drt,4,1900-01-01 18:20:44,1900-01-01 18:51:23,0:30:39
3906,12052000_12052000_30631,12052000_12052000_30631,,,,work,home,work,drt,1,1900-01-01 07:02:13,1900-01-01 07:11:49,0:09:36
3907,12052000_12052000_30631,12052000_12052000_30631,,,,,work,home,drt,2,1900-01-01 15:42:39,1900-01-01 15:52:15,0:09:36
3908,12052000_12052000_30633,12052000_12052000_30633,,,,work,home,work,drt,1,1900-01-01 07:02:07,1900-01-01 08:04:27,1:02:20
3909,12052000_12052000_30633,12052000_12052000_30633,,,,,work,home,drt,2,1900-01-01 15:19:39,1900-01-01 16:21:59,1:02:20
3910,12052000_12052000_30648,12052000_12052000_30648,,,,work,home,work,drt,1,1900-01-01 07:29:38,1900-01-01 09:43:58,2:14:20
3911,12052000_12052000_30648,12052000_12052000_30648,,,,home,work,home,drt,2,1900-01-01 16:14:47,1900-01-01 18:29:07,2:14:20
3912,12052000_12052000_30648,12052000_12052000_30648,,,,work,home,work,drt,3,1900-01-01 16:57:01,1900-01-01 16:57:01,0:00:00
3913,12052000_12052000_30648,12052000_12052000_30648,,,,,work,home,drt,4,1900-01-01 19:28:19,1900-01-01 19:28:19,0:00:00
3914,12052000_12052000_3066,12052000_12052000_3066,,,,work,home,work,drt,1,1900-01-01 08:28:28,1900-01-01 08:28:28,0:00:00
3915,12052000_12052000_3066,12052000_12052000_3066,,,,,work,home,drt,2,1900-01-01 17:29:22,1900-01-01 17:29:22,0:00:00
3916,12052000_12052000_30667,12052000_12052000_30667,,,,work,home,work,drt,1,1900-01-01 06:41:37,1900-01-01 07:12:42,0:31:05
3917,12052000_12052000_30667,12052000_12052000_30667,,,,,work,home,drt,2,1900-01-01 14:43:08,1900-01-01 15:14:13,0:31:05
3918,12052000_12052000_30671,12052000_12052000_30671,,,,work,home,work,drt,1,1900-01-01 08:00:50,1900-01-01 08:00:50,0:00:00
3919,12052000_12052000_30671,12052000_12052000_30671,,,,,work,home,drt,2,1900-01-01 16:32:42,1900-01-01 16:32:42,0:00:00
3920,12052000_12052000_30679,12052000_12052000_30679,,,,work,home,work,drt,1,1900-01-01 07:52:54,1900-01-01 08:43:51,0:50:57
